date,alp,lib,nat,green,oth,alp_tpp,l_np_tpp,institute,mode,sample_size,l_np,onp
2015-06-02,37,NA,NA,13,9,52,48,Newspoll,NA,NA,41,NA
2015-06-02,37,NA,NA,13,9,52,48,Essential,NA,NA,41,NA
2015-05-31,37,NA,NA,13,9,53,47,Morgan,NA,NA,41,NA
2015-05-26,39,NA,NA,10,9,52,48,Essential,NA,NA,41,NA
2015-05-18,35.5,NA,NA,12.5,10.5,51,49,Morgan,NA,NA,41.5,NA
2015-05-17,35,NA,NA,13,9,50,50,Ipsos,NA,NA,43,NA
2015-05-17,37,NA,NA,12,11,53,47,Newspoll,NA,NA,40,NA
2015-05-13,38.3,NA,NA,12.1,8.6,53,47,ReachTel,NA,NA,41.1,NA
2015-05-10,39,NA,NA,11,10,52,48,Essential,NA,NA,41,NA
2015-05-04,35,NA,NA,12,14,52,48,Newspoll,NA,NA,39,NA
2015-05-04,37.5,NA,NA,11.5,11,53.5,46.5,Morgan,NA,NA,40,NA
2015-04-28,39,NA,NA,10,11,53,47,Essential,NA,NA,40,NA
2015-04-21,39,NA,NA,11,10,52,48,Essential,NA,NA,41,NA
2015-04-19,38,NA,NA,12,11,53,47,Morgan,NA,NA,38.5,NA
2015-04-14,39,NA,NA,10,11,52,48,Essential,NA,NA,41,NA
2015-04-12,36,NA,NA,11,12,51,49,Newspoll,NA,NA,41,NA
2015-04-11,38,NA,NA,13,9,54,46,Ipsos,NA,NA,39,NA
2015-04-06,36,NA,NA,12.5,11,53,47,Morgan,NA,NA,40.5,NA
2015-03-29,40.5,NA,NA,11.5,8.5,54,46,ReachTEL,NA,NA,39.6,NA
2015-03-22,37,NA,NA,11,11,51,49,Newspoll,NA,NA,41,NA
2015-03-22,40,NA,NA,11,11,56,44,Morgan,NA,NA,38,NA
2015-03-17,39,NA,NA,9,11,52,48,Essential,NA,NA,40,NA
2015-03-10,40,NA,NA,9,11,53,47,Essential,NA,NA,40,NA
2015-03-08,39,NA,NA,12,11,55,45,Newspoll,NA,NA,38,NA
2015-03-08,38,NA,NA,12.5,11.5,53.5,46.5,Morgan,NA,NA,39,NA
2015-02-28,36,NA,NA,12,10,51,49,Ipsos,NA,NA,42,NA
2015-02-22,41,NA,NA,9,10,53,47,Essential,NA,NA,40,NA
2015-02-22,38,NA,NA,12,12,53,47,Newspoll,NA,NA,38,NA
2015-02-08,41,NA,NA,12,12,57,43,Newspoll,NA,NA,35,NA
2015-02-08,41,NA,NA,12,12,57.5,42.5,Morgan,NA,NA,35,NA
2015-02-05,41.4,NA,NA,11.2,8.9,55,45,ReachTEL,NA,NA,38.4,NA
2015-02-05,43,NA,NA,11,10,57,43,Galaxy,NA,NA,36,NA
2015-01-30,43,NA,NA,11,10,57,43,Galaxy,NA,NA,36,NA
2015-01-27,40.2,NA,NA,11.3,8.8,54,46,ReachTEL,NA,NA,39.7,NA
2015-01-27,41,NA,NA,9,11,54,46,Essential,NA,NA,39,NA
2015-01-20,40,NA,NA,10,11,53,47,Essential,NA,NA,40,NA
2015-01-13,40,NA,NA,10,11,54,46,Essential,NA,NA,38,NA
2015-01-12,38.5,NA,NA,9.5,13.5,54.5,45.5,Morgan,NA,NA,38.5,NA
2014-12-27,39.5,NA,NA,12,11,56.5,43.5,Morgan,NA,NA,37.5,NA
2014-12-16,38,NA,NA,10,12,52,48,Essential,NA,NA,40,NA
2014-12-15,39,NA,NA,12,11,54,46,Newspoll,NA,NA,38,NA
2014-12-14,41,NA,NA,11.5,12.5,57.5,42.5,Morgan,NA,NA,35,NA
2014-12-06,37,NA,NA,12,11,52,48,Ipsos,NA,NA,40,NA
2014-12-04,41,NA,NA,11,10,55,45,Galaxy,NA,NA,38,NA
2014-12-02,40,NA,NA,9,11,53,47,Essential,NA,NA,40,NA
2014-11-30,37,NA,NA,13,13,54,46,Newspoll,NA,NA,37,NA
2014-11-30,37.5,NA,NA,12,11.5,53.5,46.5,Morgan,NA,NA,37,NA
2014-11-25,39,NA,NA,10,11,52,48,Essential,NA,NA,40,NA
2014-11-21,38.7,NA,NA,11.1,9.9,53,47,ReachTEL,NA,NA,40.2,NA
2014-11-18,39,NA,NA,11,14,55,45,Newspoll,NA,NA,36,NA
2014-11-17,38,NA,NA,10,12,52,48,Essential,NA,NA,40,NA
2014-11-17,38.5,NA,NA,12,11.5,55.5,44.5,Morgan,NA,NA,38,NA
2014-11-11,38,NA,NA,10,13,52,48,Essential,NA,NA,40,NA
2014-11-04,36,NA,NA,13,13,54,46,Newspoll,NA,NA,38,NA
2014-11-04,38,NA,NA,10,12,52,48,Essential,NA,NA,40,NA
2014-11-02,37.5,NA,NA,12.5,11.5,54.5,45.5,Morgan,NA,NA,38.5,NA
2014-11-01,37,NA,NA,12,10,51,49,Ipsos,NA,NA,42,NA
2014-10-28,39,NA,NA,9,12,53,47,Essential,NA,NA,39,NA
2014-10-23,37.5,NA,NA,11.5,10.9,52,48,ReachTEL,NA,NA,40.1,NA
2014-10-21,39,NA,NA,10,11,53,47,Essential,NA,NA,40,NA
2014-10-21,34,NA,NA,14,14,53,47,Newspoll,NA,NA,38,NA
2014-10-20,35.5,NA,NA,12,13,52,48,Morgan,NA,NA,39.5,NA
2014-10-14,39,NA,NA,10,10,52,48,Essential,NA,NA,41,NA
2014-10-07,39,NA,NA,10,11,52,48,Essential,NA,NA,40,NA
2014-10-05,35,NA,NA,12,13,53,47,Morgan,NA,NA,40,NA
2014-10-05,36,NA,NA,12,10,51,49,Galaxy,NA,NA,42,NA
2014-09-23,34,NA,NA,11,14,51,49,Newspoll,NA,NA,41,NA
2014-09-21,37.5,NA,NA,12,12,54.5,45.5,Morgan,NA,NA,38.5,NA
2014-09-18,37.4,NA,NA,10.5,10.5,51,49,ReachTEL,NA,NA,41.6,NA
2014-09-07,37,NA,NA,10.5,14.5,54,46,Morgan,NA,NA,38,NA
2014-09-07,35,NA,NA,14,12,52,48,Newspoll,NA,NA,39,NA
2014-08-24,34,NA,NA,11,15,51,49,Newspoll,NA,NA,40,NA
2014-08-24,38.5,NA,NA,10.5,13.5,55.5,44.5,Morgan,NA,NA,37.5,NA
2014-08-19,38,NA,NA,9,13,52,48,Essential,NA,NA,40,NA
2014-08-10,38,NA,NA,11,13.5,56,44,Morgan,NA,NA,37.5,NA
2014-08-10,34,NA,NA,13,13,52,48,Newspoll,NA,NA,40,NA
2014-07-27,36,NA,NA,12,16,54,46,Newspoll,NA,NA,36,NA
2014-07-13,37,NA,NA,11,16,54,46,Newspoll,NA,NA,36,NA
2014-07-01,38,NA,NA,9,13,52,48,Essential,NA,NA,40,NA
2014-06-30,36.5,NA,NA,12,16.5,57.5,42.5,Morgan,NA,NA,35,NA
2014-06-29,37,NA,NA,13,15,55,45,Newspoll,NA,NA,35,NA
2014-06-15,36,NA,NA,10,17,53,47,Newspoll,NA,NA,37,NA
2014-06-01,37,NA,NA,12,15,54,46,Newspoll,NA,NA,36,NA
2014-05-27,39,NA,NA,9,12,52,48,Essential,NA,NA,40,NA
2014-05-20,40,NA,NA,8,12,52,48,Essential,NA,NA,40,NA
2014-05-18,38.5,NA,NA,12,14.5,57.5,42.5,Morgan,NA,NA,35,NA
2014-05-18,38,NA,NA,11,15,55,45,Newspoll,NA,NA,36,NA
2014-05-17,40,NA,NA,14,12,56,44,Nielsen,NA,NA,35,NA
2014-05-04,37,NA,NA,11,13,52,48,Galaxy,NA,NA,39,NA
2014-05-04,34,NA,NA,14,14,53,47,Newspoll,NA,NA,38,NA
2014-04-30,38,NA,NA,10,11,52,48,Essential,NA,NA,40,NA
2014-04-22,34,NA,NA,13,14.5,52,48,Morgan,NA,NA,38.5,NA
2014-04-15,37,NA,NA,10,11,50,50,Essential,NA,NA,42,NA
2014-04-13,34,NA,NA,17,9,52,48,Nielsen,NA,NA,40,NA
2014-04-08,38,NA,NA,9,11,51,49,Essential,NA,NA,42,NA
2014-04-07,34.5,NA,NA,12,15,51.5,48.5,Morgan,NA,NA,38.5,NA
2014-04-06,34,NA,NA,11,12,49,51,Newspoll,NA,NA,43,NA
2014-03-25,38.5,NA,NA,11,12.5,54.5,45.5,Morgan,NA,NA,38,NA
2014-03-25,37,NA,NA,9,11,49,51,Essential,NA,NA,44,NA
2014-03-23,36,NA,NA,13,11,52,48,Newspoll,NA,NA,40,NA
2014-03-18,36,NA,NA,9,12,49,51,Essential,NA,NA,43,NA
2014-03-15,35,NA,NA,12,10,49,51,Nielsen,NA,NA,44,NA
2014-03-09,35,NA,NA,11,13,51,49,Newspoll,NA,NA,41,NA
2014-03-05,38,NA,NA,8,10,49,51,Essential,NA,NA,44,NA
2014-02-23,35.5,NA,NA,10.5,13,50.5,49.5,Morgan,NA,NA,41,NA
2014-02-23,39,NA,NA,10,12,54,46,Newspoll,NA,NA,39,NA
2014-02-15,33,NA,NA,12,11,48,52,Nielsen,NA,NA,44,NA
2014-02-09,35,NA,NA,12,12,51,49,Newspoll,NA,NA,41,NA
2014-01-28,37,NA,NA,11.5,12,53,47,Morgan,NA,NA,39.5,NA
2014-01-23,40.6,NA,NA,9.1,9.1,53,47,ReachTEL,NA,NA,39.8,NA
2014-01-20,37,NA,NA,9,11,49,51,Essential,NA,NA,43,NA
2014-01-13,39,NA,NA,10.5,12.5,52.5,47.5,Morgan,NA,NA,38,NA
2013-12-16,38.5,NA,NA,10,11,52.5,47.5,Morgan,NA,NA,40.5,NA
2013-12-15,40.4,NA,NA,8.7,9.5,52,48,ReachTEL,NA,NA,41.4,NA
2013-12-08,38,NA,NA,11,11,52,48,Newspoll,NA,NA,40,NA
2013-12-02,36,NA,NA,8,11,48,52,Essential,NA,NA,44,NA
2013-12-01,38.5,NA,NA,8.5,12.5,51.5,48.5,Morgan ,NA,NA,41.5,NA
2013-11-24,35,NA,NA,10,12,48,52,Newspoll,NA,NA,43,NA
2013-11-23,37,NA,NA,11,11,52,48,Nielsen,NA,NA,41,NA
2013-11-10,32,NA,NA,12,11,47,53,Newspoll,NA,NA,45,NA
2013-10-27,31,NA,NA,10,12,44,56,Newspoll,NA,NA,47,NA
2013-10-20,34.5,NA,NA,10,12,48.5,51.5,Morgan,NA,NA,43.5,NA
2013-09-22,34,NA,NA,10.5,12,49.5,50.5,Morgan,NA,NA,43.5,NA
2013-09-22,37,NA,NA,9,11,49,51,Essential,NA,NA,43,NA
2013-09-15,36,NA,NA,9,11,47,53,Essential,NA,NA,44,NA
2019-05-16,37,NA,NA,9,13,51.5,48.5,Newspoll,NA,NA,38,3
2019-05-15,37,NA,NA,9,12,51,49,YouGov-Galaxy,NA,NA,39,3
2019-05-15,33,NA,NA,13,11,51,49,Ipsos,NA,NA,39,4
2019-05-14,36.2,NA,NA,9.1,9.6,51.5,48.5,Essential,NA,NA,38.5,6.6
2019-05-12,35.5,NA,NA,10,12,52,48,Roy Morgan,NA,NA,38.5,4
2019-05-11,37,NA,NA,9,11,51,49,Newspoll,NA,NA,39,4
2019-05-06,34,NA,NA,12,9,52,48,Essential,NA,NA,38,7
2019-05-05,34,NA,NA,11,12.5,51,49,Roy Morgan,NA,NA,38.5,4
2019-05-05,36,NA,NA,9,12,51,49,Newspoll,NA,NA,38,5
2019-05-04,33,NA,NA,14,12,52,48,Ipsos,NA,NA,36,5
2019-04-29,37,NA,NA,9,9,51,49,Essential,NA,NA,39,6
2019-04-28,36,NA,NA,9.5,12.5,51,49,Roy Morgan,NA,NA,39.5,2.5
2019-04-28,37,NA,NA,9,12,51,49,Newspoll,NA,NA,38,4
2019-04-25,37,NA,NA,9,13,52,48,Galaxy,NA,NA,37,4
2019-04-21,35.5,NA,NA,9.5,11.5,51,49,Roy Morgan,NA,NA,39,4.5
2019-04-14,39,NA,NA,9,9,52,48,Newspoll,NA,NA,39,4
2019-04-08,35,NA,NA,11,10,52,48,Essential,NA,NA,38,5
2019-04-07,35,NA,NA,13.5,10.5,52.5,47.5,Roy Morgan,NA,NA,37,4
2019-04-07,37,NA,NA,9,10,52,48,Newspoll,NA,NA,38,6
2019-04-06,34,NA,NA,13,11,53,47,Ipsos,NA,NA,37,5
2019-03-28,37,NA,NA,10,10,53,47,Galaxy,NA,NA,35,8
2019-03-25,36,NA,NA,10,8,52,48,Essential,NA,NA,39,7
2019-03-11,38,NA,NA,8,10,53,47,Essential,NA,NA,37,7
2019-03-10,39,NA,NA,9,9,54,46,Newspoll,NA,NA,36,7
2019-02-25,37,NA,NA,9,10,52,48,Essential,NA,NA,38,6
2019-02-24,39,NA,NA,9,10,53,47,Newspoll,NA,NA,37,5
2019-02-15,33,NA,NA,13,11,51,49,Ipsos,NA,NA,38,5
2019-02-11,38,NA,NA,10,11,55,45,Essential,NA,NA,34,7
2019-02-10,39,NA,NA,9,10,53,47,Newspoll,NA,NA,37,5
2019-01-31,36,NA,NA,10,9,52,48,Essential,NA,NA,38,7
2019-01-27,38,NA,NA,9,10,53,47,Newspoll,NA,NA,37,6
2019-01-13,38,NA,NA,10,7,53,47,Essential,NA,NA,38,7
2018-12-16,36,NA,NA,11,9,53,47,Essential,NA,NA,37,7
2018-12-15,37,NA,NA,13,9,54,46,Ipsos,NA,NA,36,6
2018-12-09,41,NA,NA,9,8,55,45,Newspoll,NA,NA,35,7
2018-12-02,39,NA,NA,10,7,54,46,Essential,NA,NA,38,6
2018-11-25,40,NA,NA,9,9,55,45,Newspoll,NA,NA,34,8
2018-11-18,35,NA,NA,11,10,52,48,Essential,NA,NA,37,7
2018-11-17,34,NA,NA,13,11,52,48,Ipsos,NA,NA,37,5
2018-11-11,40,NA,NA,9,10,55,45,Newspoll,NA,NA,35,6
2018-11-04,39,NA,NA,10,9,54,46,Essential,NA,NA,36,6
2018-10-28,39,NA,NA,9,10,54,46,Newspoll,NA,NA,36,6
2018-10-21,37,NA,NA,10,8,53,47,Essential,NA,NA,38,7
2018-10-13,38,NA,NA,11,8,53,47,Newspoll,NA,NA,37,6
2018-10-13,35,NA,NA,15,10,55,45,Ipsos,NA,NA,35,5
2018-10-07,36,NA,NA,12,10,53,47,Essential,NA,NA,37,5
2018-09-23,36,NA,NA,12,10,53,47,Essential,NA,NA,37,5
2018-09-23,39,NA,NA,10,9,54,46,Newspoll,NA,NA,36,6
2018-09-15,31,NA,NA,15,13,53,47,Ipsos,NA,NA,34,7
2018-09-09,37,NA,NA,10,9,54,46,Essential,NA,NA,36,8
2018-09-09,42,NA,NA,10,8,56,44,Newspoll,NA,NA,34,6
2018-08-26,36,NA,NA,13,12,54,46,Roy Morgan,NA,NA,36.5,2.5
2018-08-26,39,NA,NA,10,9,55,45,Essential,NA,NA,35,7
2018-08-25,41,NA,NA,10,9,56,44,Newspoll,NA,NA,33,7
2018-08-18,35,NA,NA,13,11,55,45,Ipsos,NA,NA,33,8
2018-08-12,35,NA,NA,10,9,51,49,Newspoll,NA,NA,37,9
2018-08-02,34,NA,NA,12,8,52,48,ReachTEL,NA,NA,37,8
2018-07-29,36,NA,NA,10,8,51,49,Newspoll,NA,NA,39,7
2018-07-15,36,NA,NA,10,8,51,49,Essential,NA,NA,40,6
2018-07-15,36,NA,NA,10,9,51,49,Newspoll,NA,NA,38,7
2018-07-01,37,NA,NA,11,6,52,48,Essential,NA,NA,40,6
2018-07-01,37,NA,NA,9,9,51,49,Newspoll,NA,NA,39,6
2018-06-24,35,NA,NA,12,12,53,47,Ipsos,NA,NA,35,6
2018-06-17,38,NA,NA,10,8,52,48,Newspoll,NA,NA,38,6
2018-06-17,35,NA,NA,11,9,52,48,Essential,NA,NA,38,7
2018-06-02,34,NA,NA,11,11,52,48,ReachTEL,NA,NA,35,9
2018-06-03,37,NA,NA,10,9,54,46,Essential,NA,NA,36,8
2018-05-27,38,NA,NA,9,7,52,48,Newspoll,NA,NA,38,8
2018-05-20,36,NA,NA,10,7,51,49,Essential,NA,NA,40,8
2018-05-13,36,NA,NA,10,8,52,48,Essential,NA,NA,38,7
2018-05-13,38,NA,NA,9,8,51,49,Newspoll,NA,NA,39,6
2018-05-12,37,NA,NA,11,11,54,46,Ipsos,NA,NA,36,5
2018-05-06,37,NA,NA,10,9,53,47,Essential,NA,NA,38,6
2018-04-30,35,NA,NA,11,12,52,48,ReachTEL,NA,NA,36,6
2018-04-22,36,NA,NA,11,8,53,47,Essential,NA,NA,37,8
2018-04-22,37,NA,NA,9,9,51,49,Newspoll,NA,NA,38,7
2018-04-08,37,NA,NA,10,8,53,47,Essential,NA,NA,38,7
2018-04-08,37,NA,NA,10,8,52,48,Newspoll,NA,NA,38,7
2018-04-05,34,NA,NA,12,10,52,48,Ipsos,NA,NA,36,8
2018-04-01,37.5,NA,NA,11,10,51,49,Roy Morgan,NA,NA,38.5,3
2018-03-28,36,NA,NA,10,13,54,46,ReachTEL,NA,NA,34,7
2018-03-25,36,NA,NA,9,9,52,48,Essential,NA,NA,38,8
2018-03-25,39,NA,NA,9,8,53,47,Newspoll,NA,NA,37,7
2018-03-25,35,NA,NA,12,9.5,51,49,Roy Morgan,NA,NA,40,3.5
2018-03-11,38,NA,NA,9,9,54,46,Essential,NA,NA,36,8
2018-03-11,36,NA,NA,13.5,11.5,54,46,Roy Morgan,NA,NA,36,3
2018-03-04,38,NA,NA,9,9,53,47,Newspoll,NA,NA,37,7
2018-02-25,35,NA,NA,10,12,53,47,Essential,NA,NA,35,8
2018-02-24,37,NA,NA,11,12,54,46,ReachTEL,NA,NA,33,7
2018-02-18,37,NA,NA,10,9,53,47,Newspoll,NA,NA,36,8
2018-02-11,37,NA,NA,10,11,54,46,Essential,NA,NA,36,6
2018-02-03,37,NA,NA,10,10,52,48,Newspoll,NA,NA,38,5
2018-01-28,36,NA,NA,10,11,54,46,Essential,NA,NA,35,8
2018-01-25,36,NA,NA,10,12,52,48,ReachTEL,NA,NA,34,8
2018-01-15,38,NA,NA,9,10,53,47,Essential,NA,NA,37,6
2017-12-19,38,NA,NA,9,9,53,47,Essential,NA,NA,37,7
2017-12-17,37,NA,NA,10,10,53,47,Newspoll,NA,NA,36,7
2017-12-12,38,NA,NA,10,9,54,46,Essential,NA,NA,35,7
2017-12-10,35,NA,NA,11,13,50,50,YouGov,NA,NA,34,8
2017-12-05,38,NA,NA,9,10,55,45,Essential,NA,NA,35,8
2017-12-03,37,NA,NA,10,9,53,47,Newspoll,NA,NA,36,8
2017-11-29,36,NA,NA,10,12,53,47,ReachTEL,NA,NA,33,9
2017-11-28,38,NA,NA,9,9,54,46,Essential,NA,NA,36,8
2017-11-27,32,NA,NA,10,16,53,47,YouGov,NA,NA,32,11
2017-11-21,38,NA,NA,9,10,54,46,Essential,NA,NA,35,8
2017-11-14,34,NA,NA,11,14,52,48,YouGov,NA,NA,31,11
2017-11-14,38,NA,NA,9,10,54,46,Essential,NA,NA,36,8
2017-11-13,38,NA,NA,9,9,55,45,Newspoll,NA,NA,34,10
2017-10-30,37,NA,NA,10,9,54,46,Essential,NA,NA,36,7
2017-10-29,37,NA,NA,10,9,54,46,Newspoll,NA,NA,35,9
2017-10-24,36,NA,NA,9,10,52,48,Essential,NA,NA,37,8
2017-10-15,37,NA,NA,10,8,54,46,Newspoll,NA,NA,36,9
2017-10-04,38,NA,NA,10,10,54,46,Essential,NA,NA,36,7
2017-10-01,38,NA,NA,9,9,53,47,ReachTEL,NA,NA,36,8
2017-09-26,37,NA,NA,10,9,53,47,Essential,NA,NA,37,7
2017-09-24,38,NA,NA,9,9,54,46,Newspoll,NA,NA,36,8
2017-09-19,36,NA,NA,10,8,52,48,Essential,NA,NA,38,8
2017-09-18,35,NA,NA,11,11,50,50,YouGov,NA,NA,34,9
2017-09-12,37,NA,NA,10,8,54,46,Essential,NA,NA,36,9
2017-09-09,34,NA,NA,14,15,53,47,Ipsos,NA,NA,35,1
2017-09-05,37,NA,NA,10,9,53,47,Essential,NA,NA,36,8
2017-09-04,32,NA,NA,12,13,50,50,YouGov,NA,NA,34,9
2017-09-02,38,NA,NA,9,8,53,47,Newspoll,NA,NA,37,8
2017-08-29,36,NA,NA,10,9,53,47,Essential,NA,NA,37,8
2017-08-23,36.7,NA,NA,10.3,8.2,52,48,ReachTEL,NA,NA,34.5,10.4
2017-08-22,37,NA,NA,9,9,53,47,Essential,NA,NA,37,8
2017-08-21,33,NA,NA,10,13,49,51,YouGov,NA,NA,34,10
2017-08-20,38,NA,NA,9,9,54,46,Newspoll,NA,NA,35,9
2017-08-15,39,NA,NA,9,7,54,46,Essential,NA,NA,37,8
2017-08-08,39,NA,NA,9,7,54,46,Essential,NA,NA,37,8
2017-08-06,36,NA,NA,11,9,53,47,Newspoll,NA,NA,36,8
2017-08-01,36,NA,NA,10,8,52,48,Essential,NA,NA,38,8
2017-07-25,37,NA,NA,10,8,53,47,Essential,NA,NA,38,7
2017-07-24,33,NA,NA,10,13,50,50,YouGov,NA,NA,36,8
2017-07-23,37,NA,NA,9,9,53,47,Newspoll,NA,NA,36,9
2017-07-19,35.1,NA,NA,8.8,7.2,51,49,ReachTEL,NA,NA,37.2,11.7
2017-07-18,38,NA,NA,10,9,54,46,Essential,NA,NA,36,7
2017-07-11,33,NA,NA,12,12,48,52,YouGov,NA,NA,36,7
2017-07-09,36,NA,NA,10,8,53,47,Newspoll,NA,NA,35,11
2017-06-09,35.4,NA,NA,10.2,8.3,52,48,ReachTEL,NA,NA,36.4,9.6
2017-06-27,34,NA,NA,12,14,51,49,YouGov,NA,NA,33,7
2017-06-18,37,NA,NA,9,7,53,47,Newspoll,NA,NA,36,11
2017-06-04,36,NA,NA,10,8,52,48,Essential,NA,NA,38,8
2017-05-29,36,NA,NA,10,9,53,47,Newspoll,NA,NA,36,9
2017-05-23,38,NA,NA,10,9,54,46,Essential,NA,NA,37,6
2017-05-15,36,NA,NA,10,9,53,47,Newspoll,NA,NA,36,9
2017-05-11,34.1,NA,NA,10.9,6,53,47,ReachTEL,NA,NA,38,11
2017-05-11,35,NA,NA,13,13,53,47,Ipsos,NA,NA,37,2
2017-04-30,37,NA,NA,9,9,53,47,Essential,NA,NA,38,7
2017-04-23,35,NA,NA,9,10,52,48,Newspoll,NA,NA,36,10
2017-04-16,37,NA,NA,10,10,54,46,Essential,NA,NA,36,8
2017-04-09,36,NA,NA,10,9,53,47,Essential,NA,NA,37,8
2017-04-04,36,NA,NA,10,9,53,47,Essential,NA,NA,37,8
2017-04-02,36,NA,NA,10,8,53,47,Newspoll,NA,NA,36,10
2017-03-27,37,NA,NA,10,11,54,46,Essential,NA,NA,35,8
2017-03-25,34,NA,NA,16,15,55,45,Ipsos,NA,NA,33,2
2017-03-20,37,NA,NA,9,9,55,45,Essential,NA,NA,34,10
2017-03-19,35,NA,NA,9,9,52,48,Newspoll,NA,NA,37,10
2017-03-13,36,NA,NA,9,9,53,47,Essential,NA,NA,35,11
2017-03-06,37,NA,NA,9,8,53,47,Essential,NA,NA,37,9
2017-02-26,37,NA,NA,10,9,55,45,Newspoll,NA,NA,34,10
2017-02-19,34,NA,NA,10,10,52,48,Essential,NA,NA,36,10
2017-02-12,35,NA,NA,9,9,52,48,Essential,NA,NA,36,10
2017-02-05,36,NA,NA,10,11,54,46,Newspoll,NA,NA,35,8
2017-01-23,37,NA,NA,10,8,54,46,Essential,NA,NA,35,9
2017-01-16,37,NA,NA,9,8,53,47,Essential,NA,NA,38,8
2017-01-12,35,NA,NA,9.8,7.5,54,46,ReachTEL,NA,NA,37.1,10.6
2016-12-12,37,NA,NA,9,9,53,47,Essential,NA,NA,37,7
2016-12-04,36,NA,NA,10,10,52,48,Newspoll,NA,NA,39,5
2016-11-28,36,NA,NA,9,9,51,49,Essential,NA,NA,39,7
2016-11-26,30,NA,NA,16,9,51,49,Ipsos,NA,NA,36,7
2016-11-20,38,NA,NA,10,10,53,47,Newspoll,NA,NA,38,4
2016-11-14,37,NA,NA,11,9,53,47,Essential,NA,NA,37,6
2016-11-06,38,NA,NA,10,13,53,47,Newspoll,NA,NA,39,NA
2016-10-23,37,NA,NA,10,9,52,48,Newspoll,NA,NA,39,5
2016-10-17,37,NA,NA,11,9,53,47,Essential,NA,NA,37,5
2016-10-10,36,NA,NA,10,10,52,48,Essential,NA,NA,38,6
2016-10-09,36,NA,NA,10,9,52,48,Newspoll,NA,NA,39,6
2016-09-25,37,NA,NA,10,15,52,48,Newspoll,NA,NA,38,NA
2016-09-12,37,NA,NA,10,11,52,48,Essential,NA,NA,38,5
2016-09-11,36,NA,NA,9,14,50,50,Newspoll,NA,NA,41,NA
2016-08-29,37,NA,NA,10,13,51,49,Essential,NA,NA,40,NA
2016-08-28,36,NA,NA,9,14,50,50,Newspoll,NA,NA,41,NA
2016-08-22,36,NA,NA,10,15,51,49,Essential,NA,NA,39,NA
2016-08-15,37,NA,NA,10,14,52,48,Essential,NA,NA,39,NA
2016-08-08,37,NA,NA,10,13,52,48,Essential,NA,NA,40,NA
2016-08-01,37,NA,NA,10,14,52,48,Essential,NA,NA,39,NA
2016-07-24,37,NA,NA,10,14,52,48,Essential,NA,NA,39,NA
2016-07-17,36,NA,NA,10,15,51,49,Essential,NA,NA,39,NA
2016-07-10,36,NA,NA,10,13,51,49,Essential,NA,NA,41,NA
2016-07-03,37,NA,NA,10,12,50,50,Essential,NA,NA,41,NA
